cik,ticker,name,sector,proxy_filings,10k_filings
0001299709,AX,"Axos Financial, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-09-25', 'accession_number': '0001299709-25-000174', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970925000174/0001299709-25-000174-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-09-25', 'accession_number': '0001299709-24-000193', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970924000193/0001299709-24-000193-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-09-25', 'accession_number': '0001299709-23-000261', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970923000261/0001299709-23-000261-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-08-21', 'accession_number': '0001299709-25-000125', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970925000125/0001299709-25-000125-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-08-22', 'accession_number': '0001299709-24-000113', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970924000113/0001299709-24-000113-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-08-29', 'accession_number': '0001299709-23-000198', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1299709/000129970923000198/0001299709-23-000198-index.htm'}]"
0001805077,EOSE,"Eos Energy Enterprises, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-09-02', 'accession_number': '0001805077-25-000167', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000180507725000167/0001805077-25-000167-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2025-03-27', 'accession_number': '0001805077-25-000028', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000180507725000028/0001805077-25-000028-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-08-08', 'accession_number': '0001213900-24-066321', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000121390024066321/0001213900-24-066321-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-02', 'accession_number': '0001805077-24-000025', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000180507724000025/0001805077-24-000025-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-04', 'accession_number': '0001805077-25-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000180507725000015/0001805077-25-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-04', 'accession_number': '0001805077-24-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1805077/000180507724000013/0001805077-24-000013-index.htm'}]"
0001258602,NNI,NELNET INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-03', 'accession_number': '0001258602-25-000019', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860225000019/0001258602-25-000019-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-04', 'accession_number': '0001258602-24-000028', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860224000028/0001258602-24-000028-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-06', 'accession_number': '0001258602-23-000036', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860223000036/0001258602-23-000036-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001258602-25-000014', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860225000014/0001258602-25-000014-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001258602-24-000024', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860224000024/0001258602-24-000024-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001258602-23-000026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1258602/000125860223000026/0001258602-23-000026-index.htm'}]"
0001647639,UPST,"Upstart Holdings, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-04', 'accession_number': '0001193125-25-073432', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000119312525073432/0001193125-25-073432-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-05', 'accession_number': '0001193125-24-088481', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000119312524088481/0001193125-24-088481-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-11', 'accession_number': '0001193125-23-097838', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000119312523097838/0001193125-23-097838-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-14', 'accession_number': '0001647639-25-000018', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000164763925000018/0001647639-25-000018-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-15', 'accession_number': '0001647639-24-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000164763924000009/0001647639-24-000009-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-16', 'accession_number': '0001647639-23-000021', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1647639/000164763923000021/0001647639-23-000021-index.htm'}]"
0001568651,OSCR,"Oscar Health, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-25', 'accession_number': '0001140361-25-015601', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000114036125015601/0001140361-25-015601-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-25', 'accession_number': '0001140361-24-021911', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000114036124021911/0001140361-24-021911-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-27', 'accession_number': '0001193125-23-120140', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000119312523120140/0001193125-23-120140-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-20', 'accession_number': '0001568651-25-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000156865125000008/0001568651-25-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-15', 'accession_number': '0001568651-24-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000156865124000006/0001568651-24-000006-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0001568651-23-000017', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1568651/000156865123000017/0001568651-23-000017-index.htm'}]"
0001831363,TERN,"Terns Pharmaceuticals, Inc.",Biotechnology,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-29', 'accession_number': '0000950170-25-060138', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1831363/000095017025060138/0000950170-25-060138-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-25', 'accession_number': '0000950170-24-048289', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1831363/000095017024048289/0000950170-24-048289-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-20', 'accession_number': '0000950170-25-042695', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1831363/000095017025042695/0000950170-25-042695-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-14', 'accession_number': '0000950170-24-031497', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1831363/000095017024031497/0000950170-24-031497-index.htm'}]"
0001492298,SBRA,"Sabra Health Care REIT, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-25', 'accession_number': '0001193125-25-095172', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000119312525095172/0001193125-25-095172-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-26', 'accession_number': '0001193125-24-116049', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000119312524116049/0001193125-24-116049-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-24', 'accession_number': '0001193125-23-111909', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000119312523111909/0001193125-23-111909-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-19', 'accession_number': '0001492298-25-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000149229825000008/0001492298-25-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001492298-24-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000149229824000008/0001492298-24-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-21', 'accession_number': '0001492298-23-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1492298/000149229823000006/0001492298-23-000006-index.htm'}]"
0001822479,SHC,Sotera Health Co,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-10', 'accession_number': '0001104659-25-033563', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000110465925033563/0001104659-25-033563-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-11', 'accession_number': '0001193125-24-093193', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000119312524093193/0001193125-24-093193-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-13', 'accession_number': '0001193125-23-099939', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000119312523099939/0001193125-23-099939-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001822479-25-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000182247925000015/0001822479-25-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001822479-24-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000182247924000011/0001822479-24-000011-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001822479-23-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1822479/000182247923000015/0001822479-23-000015-index.htm'}]"
0001727196,SRRK,Scholar Rock Holding Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-11', 'accession_number': '0001104659-25-033970', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000110465925033970/0001104659-25-033970-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001104659-24-053978', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000110465924053978/0001104659-24-053978-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-05-01', 'accession_number': '0001104659-23-054313', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000110465923054313/0001104659-23-054313-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001558370-25-001682', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000155837025001682/0001558370-25-001682-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-19', 'accession_number': '0001558370-24-003540', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000155837024003540/0001558370-24-003540-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-07', 'accession_number': '0001558370-23-002992', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1727196/000155837023002992/0001558370-23-002992-index.htm'}]"
0001658247,CRNX,"Crinetics Pharmaceuticals, Inc.",Biotechnology,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-23', 'accession_number': '0000950170-25-057452', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1658247/000095017025057452/0000950170-25-057452-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-25', 'accession_number': '0000950170-24-048438', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1658247/000095017024048438/0000950170-24-048438-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0000950170-25-029050', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1658247/000095017025029050/0000950170-25-029050-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-28', 'accession_number': '0000950170-24-022108', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1658247/000095017024022108/0000950170-24-022108-index.htm'}]"
0001144980,ABG,ASBURY AUTOMOTIVE GROUP INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-02', 'accession_number': '0001144980-25-000092', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498025000092/0001144980-25-000092-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-03', 'accession_number': '0001144980-24-000102', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498024000102/0001144980-24-000102-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-29', 'accession_number': '0001144980-23-000101', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498023000101/0001144980-23-000101-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-26', 'accession_number': '0001144980-25-000077', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498025000077/0001144980-25-000077-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-29', 'accession_number': '0001144980-24-000076', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498024000076/0001144980-24-000076-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-01', 'accession_number': '0001144980-23-000080', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1144980/000114498023000080/0001144980-23-000080-index.htm'}]"
0000717423,MUR,MURPHY OIL CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-28', 'accession_number': '0001193125-25-066248', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000119312525066248/0001193125-25-066248-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-21', 'accession_number': '0001193125-24-073238', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000119312524073238/0001193125-24-073238-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-24', 'accession_number': '0001193125-23-078459', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000119312523078459/0001193125-23-078459-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0000717423-25-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000071742325000006/0000717423-25-000006-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0000717423-24-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000071742324000008/0000717423-24-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-27', 'accession_number': '0000717423-23-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/717423/000071742323000015/0000717423-23-000015-index.htm'}]"
0000078150,PHI,PLDT Inc.,General Market,[],[]
0000806968,WPP,WPP plc,General Market,[],[]
0001032220,MMS,"MAXIMUS, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-01-22', 'accession_number': '0001032220-25-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000103222025000010/0001032220-25-000010-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-01-24', 'accession_number': '0001032220-24-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000103222024000009/0001032220-24-000009-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-01-25', 'accession_number': '0001140361-23-002723', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000114036123002723/0001140361-23-002723-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-11-20', 'accession_number': '0001032220-25-000053', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000103222025000053/0001032220-25-000053-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-11-21', 'accession_number': '0001032220-24-000094', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000103222024000094/0001032220-24-000094-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-11-16', 'accession_number': '0001032220-23-000096', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1032220/000103222023000096/0001032220-23-000096-index.htm'}]"
0001869666,HAPVD,Hapvida Participacoes e Investimentos S.A./ADR,General Market,[],[]
0001370418,SLFPY,STANDARD LIFE PLC,General Market,[],[]
0001306830,CE,Celanese Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-24', 'accession_number': '0001306830-25-000083', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1306830/000130683025000083/0001306830-25-000083-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-21', 'accession_number': '0001306830-24-000087', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1306830/000130683024000087/0001306830-24-000087-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001306830-25-000027', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1306830/000130683025000027/0001306830-25-000027-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001306830-24-000029', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1306830/000130683024000029/0001306830-24-000029-index.htm'}]"
0000278166,CVCO,"CAVCO INDUSTRIES, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-06-16', 'accession_number': '0000278166-25-000097', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000027816625000097/0000278166-25-000097-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-06-14', 'accession_number': '0000278166-24-000088', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000027816624000088/0000278166-24-000088-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-06-15', 'accession_number': '0001564590-23-007737', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000156459023007737/0001564590-23-007737-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-05-23', 'accession_number': '0000278166-25-000057', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000027816625000057/0000278166-25-000057-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-05-24', 'accession_number': '0000278166-24-000059', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000027816624000059/0000278166-24-000059-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-05-19', 'accession_number': '0000278166-23-000032', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/278166/000027816623000032/0000278166-23-000032-index.htm'}]"
0000912766,LAUR,"LAUREATE EDUCATION, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-11', 'accession_number': '0001193125-25-078491', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000119312525078491/0001193125-25-078491-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-19', 'accession_number': '0001193125-24-101713', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000119312524101713/0001193125-24-101713-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-14', 'accession_number': '0001193125-23-101313', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000119312523101313/0001193125-23-101313-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-20', 'accession_number': '0001628280-25-006557', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000162828025006557/0001628280-25-006557-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-22', 'accession_number': '0001628280-24-006141', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000162828024006141/0001628280-24-006141-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0001628280-23-004686', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/912766/000162828023004686/0001628280-23-004686-index.htm'}]"
0001692063,SNDR,"Schneider National, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-17', 'accession_number': '0001104659-25-024115', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000110465925024115/0001104659-25-024115-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001104659-24-034832', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000110465924034832/0001104659-24-034832-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-09', 'accession_number': '0001140361-23-010825', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000114036123010825/0001140361-23-010825-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001692063-25-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000169206325000023/0001692063-25-000023-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001692063-24-000038', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000169206324000038/0001692063-24-000038-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-17', 'accession_number': '0001692063-23-000027', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1692063/000169206323000027/0001692063-23-000027-index.htm'}]"
0001402388,WFG,"WEST FRASER TIMBER CO., LTD",General Market,[],[]
0001368514,ADMA,"ADMA BIOLOGICS, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-15', 'accession_number': '0001140361-25-013967', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036125013967/0001140361-25-013967-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-15', 'accession_number': '0001140361-24-019868', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036124019868/0001140361-24-019868-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-13', 'accession_number': '0001140361-23-018237', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036123018237/0001140361-23-018237-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-18', 'accession_number': '0001140361-25-009257', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036125009257/0001140361-25-009257-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-28', 'accession_number': '0001140361-24-010147', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036124010147/0001140361-24-010147-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-23', 'accession_number': '0001140361-23-013467', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1368514/000114036123013467/0001140361-23-013467-index.htm'}]"
0001895262,NE,Noble Corp plc,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-27', 'accession_number': '0001628280-25-015025', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000162828025015025/0001628280-25-015025-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-10', 'accession_number': '0001193125-24-091850', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000119312524091850/0001193125-24-091850-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-23', 'accession_number': '0001193125-23-077955', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000119312523077955/0001193125-23-077955-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-19', 'accession_number': '0001628280-25-006184', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000162828025006184/0001628280-25-006184-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001628280-24-006622', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000162828024006622/0001628280-24-006622-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-09', 'accession_number': '0001628280-23-007260', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1895262/000162828023007260/0001628280-23-007260-index.htm'}]"
0001520262,ALKS,Alkermes plc.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-07', 'accession_number': '0000950170-25-051644', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1520262/000095017025051644/0000950170-25-051644-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-15', 'accession_number': '0000950170-24-044420', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1520262/000095017024044420/0000950170-24-044420-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-12', 'accession_number': '0000950170-25-019011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1520262/000095017025019011/0000950170-25-019011-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-21', 'accession_number': '0000950170-24-017883', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1520262/000095017024017883/0000950170-24-017883-index.htm'}]"
0001410384,QTWO,"Q2 Holdings, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-23', 'accession_number': '0001410384-25-000086', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038425000086/0001410384-25-000086-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001410384-24-000093', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038424000093/0001410384-24-000093-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-21', 'accession_number': '0001410384-23-000053', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038423000053/0001410384-23-000053-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-12', 'accession_number': '0001410384-25-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038425000010/0001410384-25-000010-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-21', 'accession_number': '0001410384-24-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038424000015/0001410384-24-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-21', 'accession_number': '0001410384-23-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1410384/000141038423000015/0001410384-23-000015-index.htm'}]"
0002054696,NIQ,NIQ Global Intelligence plc,General Market,[],[]
0001934850,FG,"F&G Annuities & Life, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-30', 'accession_number': '0001104659-25-042517', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000110465925042517/0001104659-25-042517-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-06-06', 'accession_number': '0001104659-24-069073', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000110465924069073/0001104659-24-069073-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-06-02', 'accession_number': '0001104659-23-067246', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000110465923067246/0001104659-23-067246-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-28', 'accession_number': '0001934850-25-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000193485025000015/0001934850-25-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-29', 'accession_number': '0001934850-24-000018', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000193485024000018/0001934850-24-000018-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-27', 'accession_number': '0001934850-23-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1934850/000193485023000016/0001934850-23-000016-index.htm'}]"
